Context,Response
How does a person start the counseling process?,"Starting the counseling process can be daunting but here are some ways that hopefully help make the process a little less overwhelming. First, i'd start with finding a therapist through a therapist directory and searching for a therapist specifically in your area and with the expertise you're looking for. There are many reputable therapist directories online that offer specific information and links to therapist websites to learn more about how they can help. Next, i'd pick two or three of interest to contact directly. Have a list of questions that are important to you that you can ask to determine whether a particular therapist is a good fit. Many therapists offer a free phone consultation to allow you both to determine whether it is a good fit. Then, after you schedule, the next step is to see what it's like being in session to determine if the fit is still a match."
"My son was diagnosed with autism a few years ago and i stopped working so that i could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now i live like a recluse and i always feel nervous around people. How can i feel more comfortable around other people?","It sounds like you have taken on a caretaker role for a while as well as experienced some pretty severe interpersonal trauma. It makes sense that you would feel nervous around people. Working through the trauma of an abusive relationship in itself can be a difficult process. And then to add on the caretaker part can make things even more difficult. First off, you may want to seek support to work through what you have experienced. Many cities offer support with survivors of domestic violence and there is a hotline to help with this 888-724-7240 as well as online resources. Processing the isolation of this relationship as well as working with your son can help to overcome the anxiety related to others. Accessing autism support networks may be of support as well. Other parents that will understand your experiences are a good and tend to be safer place to start in attempting to connect to others. Very importantly, go slow and be kind to yourself as you begin to adapt to a new life of allowing others to care for you as you so clearly have for others."
"I don't remember when the voices in my head started, but i remember hearing them when i was little. I know it's not normal to hear voices that aren't your own. I fight the voices and i want them to stop. They've been here so long and i want them gone. How can i make the voices stop?","How is your life going overall? since you hear voices since you were young i wonder whether you mean the thoughts each of us has about what to do, our opinions, including self-criticism and praise. I try to understand how severe a problem these voices are if you've managed to get to a point in life of awareness about the voices. Usually when mental health people hear about voices the immediate thought is you need drugs bc you are psychotic. Since this is going on for a number of years, i wonder if the problem is something different."
I have a friend that who i used to be in a relationship with. It was brief and turned into us being just good friends. I spent the weekend with him and it upset my boyfriend. Was i wrong?,"Hello. There are a number of factors playing into this situation. A former romantic partner coming back onto the scene during a current relationship; you spending alone time (and spending the night) with that former partner; and the uneasy feelings experienced by your current partner (boyfriend). Now those are the ones you have openly expressed. There are very likely other issues that prompted this behavior on your part. You ask if you were wrong. It is not a question i will be able to answer, because it is not one i am meant to answer. It is up to you to find that truth. Now, if you are feeling guilty, was it because of some sexual engagement occurred when you spent the night? if so, you might want to look at why that happened. Do you feel secure in your current relationship? is this the relationship you want, or do you want to be with the former boyfriend? important questions, but ones you need to ask and answer. Odds are, there is something that triggered this event to occur and it becomes a focal point in discovering any unexplored discomfort or other issues with your current boyfriend. Seeking relationship counseling can be effective in sorting this out, so be open to that possibility to help you clarify your thoughts and feelings. Best of luck to you."
"There is just no communication at all between us. She sleeps constantly all day (not at night). She acts angry and unfocused and stays in her very messy room all the time. The only time she comes out is to eat. She has aches and fatigue, weight gain, hair loss and skin problems. She does not look after her health. I don't know how to communicate with her. She is not open to any suggestions. How do i get through to her?","I'm sorry for what sounds like a frustrating situation. For how long has your daughter lived the way you describe and did it start all of a sudden or more gradually come on? what you write sounds like a major depressive disorder and this can start for a variety of reasons and improve in just as many different ways. Start with how you are feeling about the situation. Ask yourself for how long you will be able to tolerate the way your daughter lives and if you feel any satisfaction in your mother daughter relationship. If she is of legal age, and you don't want her to live with you, you've tried convincing her to get medical care for its own sake and to more clearly see her emotional and psychological health, and she is unwilling to take care of herself, you can discuss your options with the adult protective services agency in your state. The first step is to know what exactly is her problem so you can decide if its own you are willing to take care of or not."
I am in my early 20s and i still live with my parents because i can't afford to live alone. My mother says that if i live under her roof i have to follow her rules. She is trying to control my life. What should i do?,"Unfortunately you seem to have yourself in a double bind. By living with your mom she is not going to stop her attempts at what you perceive as ""controlling"". There is no use in trying to debate or get her to ""see your point"". As long as your there and you personalize her attempts at control, then you will find yourself frustrated and resentful. Try to find an extra job or a roommate so that you can do the natural process of moving on out. Www. Lifecounselingorlando. Com"
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand. They say it will all be okay, or they don't listen to me st all. Everyone says they are here for me but it doesn't feel like they are. Why do i feel so alone?","We feel alone because we are not comfortable with being our self. When you find that nobody is around do you feel alone? your never alone. Once you take the journey to really understand who you are and unconditionally loving all that is you, there will never be an alone moment. We seek outside of self to fill inside. This is the big lie of the planet. All you need and have ever needed you supply yourself. Www. Lifecounselingorlando. Com"
"My boyfriend and i have been dating for almost 2 years. I've been really sad lately and for the past few months i've realized i'm just way too dependent on him. It makes me really upset to be so dependent on someone else, but i can't help it. I don't even know who i am without him. How can i be less dependent on my him?","From what you write you've got good motivation to change and awareness as to what you'd like to change. These are very good predictors that you'll be successful in what you'd like to change. Try, the next time you realize you're depending on your bf instead of friends, yourself, to interrupt whatever typical action you'd take. Do something different instead! if when you'd like advice and usually ask your bf, ask a different trusted someone. Or, when you feel lonely, contact a friend or introspect on your own if usually you'd contact your bf. Also, being dependent on a bf is part of a trusting intimate relationship. Dependency in the sense that you each are reliably available to each other, is a good quality. Only if it seems excessive, such as you're isolating yourself from other close friendships, is dependency on a partner, a problem."
"My fiancé and i have been together for 3 years and our relationship has always been good. The only issue we had was that he felt like he wasn't getting enough sexual attention from me. I recently found out he cheated on me with another women. He says he wants his family back but i'm confused on what to do. Is it possible for us to get past the cheating, or should i just move on?","Definitely yes, it is possible for a couple to trust each other again and become close with each other. Since your trust was broken, your fiancé would need to earn back your belief that he is faithful to you. Do you feel he empathizes with how you felt to find out about his cheating? before you have this question answered, based on what you write there is a sense of your own doubt as to whether you are with the right partner. Before you and he address regaining your trust, first decide if you'd like to work on this. Ask yourself if the sexual attention he felt he wasn't getting from you was bc you're not as interested in him as you imagine or once felt in the past. If each of you sincerely wants to be together, it is possible to talk about your respective needs and help the other person feel safe again with the other."
I'm dealing with an illness that will never go away and i feel like my life will never change for the better. I feel alone and that i have no one. How can i overcome this pain and learn to be happy alone?,"Is it possible that even though your illness is chronic, that it goes through phases in which you are more comfortable and that it requires less focus from you than at other times? i think the idea of having a lifelong illness is frustrating and can be depressing to think about. Thoughts are not necessarily the truth of what will actually happen though. Illness makes negative situations look worse so be sure you are concentrating on specific areas of your life and not just assuming they will work out badly because you are ill. One way to be happy alone is to love and appreciate, nurture and be kind to yourself. This frame of mind may generate new answers to find ways of being among other people too."
"After first meeting the client, what is the process that a counselor facilitates?","Each counselor may have a different process, so i'm not the end all authority here. For myself, i review policies and confidentiality concerns with people first and answer any questions they have. Then i'll let them know i'll be writing a lot in this session and i have an assessment form that i like to get completed, but i want to have a conversation and i'll ask questions as we go. My first question is usually, ""how do you feel i can best help you today?"" some people are very at ease and tell me many details. Others are a bit more reserved and i have to demonstrate more curiosity. Even people who have been very apprehensive are usually feeling very relaxed by the time the session is over. Usually, when we get close to end of session time, i'll summarize what i think are the biggest concerns from what i've heard and confirm whether or not the person wants to work on those things. I also try to give an exercise targetting my biggest concern for them to work on in between sessions. For instance, a relaxation method if they are very anxious. Counselors are just humans as well, so it does take a bit of time to really get to know another person. I always tell people that are apprehensive to give the counselor 3 or 4 sessions to determine if they really connect with them. I hope that helps, allison"
I have a friend that who i used to be in a relationship with. It was brief and turned into us being just good friends. I spent the weekend with him and it upset my boyfriend. Was i wrong?,"While you can't be responsible for your boyfriend's feelings, relationships do come with expectations. Both people in a relationship bring their own expectations into it. These expectations are usually unspoken, but result in conflict as you are experiencing here! your boyfriend expects you not to spend the weekend with this guy. He may expect you not to spend the weekend with any guy at all. He may expect you to spend every single weekend with him! you'll have to decide if his expectations are ones you can live with. Relationships do require some compromise out of concern for our partner, but you get to choose how much you compromise. We get upset about things that make us feel insecure. You spending the weekend with an ex makes your boyfriend feel insecure. That doesn't mean you did anything wrong. It just means that you have to decide if it's more important for you to maintain your freedom to spend weekends with whomever you wish, or to help your boyfriend feel secure in your relationship. Good luck! hope that helps, allison"
"I start counseling/therapy in a few days (i'm freaking out) but my main fear is that i'll cry and embarrass myself, is it something to worry about?","Lots of people do cry in session, but your therapist won't be uneasy with this. Crying is a natural response and it also releases toxins, so some might say it's necessary! remember that you can be in charge of what you talk about in your session and if there's something that feels too uncomfortable, just say, ""i'm not ready to talk about that."" your counselor wants you to feel at ease and will probably not push you right away to a very uncomfortable place. As you get to know your therapist, you will feel more relaxed and even not worry so much about how you appear to them. It's normal to be anxious going into a new situation especially when you might not feel in control of uncomfortable emotions. Don't give up, go and put your best effort in! hope that helps, allison"
"I crossdress and like to be feminine but i am attracted to women, but yet that seems to bother girls i date or ask out. How can i approach them about it? should i hold back and keep it a secret, or should i just be up-front about it. I wonder if i should stop or if i should continue to do it since it makes me happy. What should i do?","While this might not be the first thing you want to discuss when you meet someone, it is important for you to be yourself. It's better to weed out 10 people who can't accept you to find that one who can."
"My fiancé and i come from a strong christian background but both went off the ""straight and narrow"" once before. He is having a hard time accepting my past, especially that i'm not a virgin. He has a hard time in general accepting himself and others. His insecurities are hurting our relationship. How can i help him let go of my past and decide to live in the present?","You are right that his insecurities are at the root of the issue. You cannot change that for him. He will have to do the work to handle those emotions on his own. What you can do is reassure him in whatever ways possible, but always recognizing that you can't ""fix"" this for him. When i work with people who struggle with their partner's past experiences, i always frame it like this: everything that you've experienced has resulted in you being the person you are today. The person they claim to love. If you had not gone through some of those experiences, you would not be in the position you're in now, ready to commit to him and know that you're satisfied with that. Just as when bad things happen to us, we have to find a way to appreciate the lessons learned your fiance has to accept that you're the person you are today because of what you have gone through. Celebrate that you have moved through that and have landed in this perfect position with him! hope that helps, allison"
I'm obsessing about a terrible breakup. Everything is a constant reminder. How do i move on?,"Initially, everything is a reminder because there is a trace of that other person present in everything in your life. When we lose someone, we're saying goodbye to what we thought our future was going to be. Accepting that's changed and allowing ourselves to envision a new future is necessary to ""move on"". Start learning something new or try a new activity that you've always wanted to do. Find whatever is ""good"" about being out of the relationship and focus on those things. This can be an exciting time of transformation for you. As time goes by, you'll add new things in your life that aren't entwined with this relationship and those things will begin to crowd out those things associated with the relationship. Give yourself a little empathy, no one goes through a breakup without being sad. It's ok to be sad. It's even ok to feel devastated. Loss of a relationship touches a primal need we have to belong. It makes us feel insecure, unanchored. In truth, we are ok, safe even. This experience will open different perspectives for you. There are lessons you'll take from it that will add another facet to you as a person. Maybe in time, you'll even appreciate this experience. I'm sorry you're hurting right now. Best wishes to you, allison"
"I have ptsd. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago. How can i get my life back?","It is brave of you to speak out, ptsd is not a joke and it can quickly take a toll on all aspect of life. Please, know that you are not alone and with the right help you can overcome these challenges. Living with ptsd can be very emotionally exhausting, but you can learn ways to cope with its challenges and find fulfillment in your life again. This means being proactively involved with the process, learning about the problem and positive ways to manage it can be a good start. This can also mean seeking professional help. It is important to address the problem both at the physiological and psychological level, this can mean using medication that is prescribed by a md to reduce the intensity symptoms and also working with an experienced licensed professional. Having healthy life habits such as good sleep hygiene, healthy diet, staying away from self-medicating with drugs and alcohol, and exercising can help reduce the intensity of the symptoms as well. Please, consult with a licensed professional close to you to get more information on resources you can possibly find helpful to you."
My daughter seemed to be developing at a normal rate until about the age of 10. She then started to act younger than she is. Now she only wants to play with younger kids and she doesn't act her age. I don't know why this is happening. Is this normal?,"This is certainly an important issue to look into, it is always helpful to speak with the child's pediatrician since they are most familiar with the child's developmental history. Also, children tend to regress behaviorally when facing events and interactions they feel to have no control over, this can be as simple as a loss of a pet, a recent move, death in the family, and/or as serious as sexual abuse, and other things. If you have not spoken to the school that can be a good starting point."
"I keep having these random thoughts that i don't want. Things like ""you aren't worth anything."" i know they're my own thoughts but it feels like someone else is saying it. What is wrong with me, and how can i stop having these thoughts?","Talking to a licensed profession who can discuss this in greater depth can be best. As a general information, in short, i can say that our thoughts are greatly influenced by our early life experiences. Our thoughts are processed through schemes, these are mental images or templates by which we make meaning of the world around us. While our upbringing has a great influence on the way we see and interact with the world around us as adults, however, we are not condemned to abide by them for life, in psychotherapy, you learn to change negative schemas with positive ones. Yeah, if you had less than optimal childhood you would have some sort of negative schemas that unconsciously lead to self-sabotage your efforts for success and happiness. The research in the field of interpersonal neurobiology suggests that without conscious awareness and reflective practices we tend to interact with the world by repeating old habits of mind. On the other hand, in psychotherapy you can learn helpful strategies to increase your conscious abilities to stay in control of your mind in the present moment and reduce intrusions of negative mind habits. Yoga, meditation, and tai chi are also found to increase self-awareness and lessen the intrusions of negative self-judgment on one's psyche."
"I just took a job that requires me to travel far away from home. My family and i really need this job. People keep telling me i have ""anxiety"" and i'm terrified of having an anxiety attack on the road. This is all new to me. What can i do?","Bravo, on your success in securing a job and also for being proactive with your need. Starting a new job can be scary and having to travel away from your home and family can make it even more anxiety provoking. Do allow yourself to be anxious about this new journey, we can be hard on ourselves, think if it was a friend that was turning to you for help, what solutions would you have offered them, but also continue to seek to secure right support as well. Talking to your physician is always a good place to start; your physician can tell you if there are organic influences causing your anxiety that may be out of your control. Additionally, talking to close or compassionate family and friends is always good. It is important that you turn to supportive people at the time of emotional need, talking about our challenges can help break the cycle of anxiety at least momentarily. Remember, to further your success, it requires a healthy self, if you have supportive relationships relying on and turning to people who can be there without judgment is great. Healthy lifestyle like eating right, sleeping enough, and regular exercise also never fails to help improve overall emotional health. Additional self-care measures such as repeated relaxation practices can help you become more familiar with your nervous systems reactivity and you can implement strategies to ease anxiety in various situations as it demands. The more resources the better you will be equipped to manage challenges and concerns at the time notice. You can find a lot from the internet too, use your best judgment as what may not be appropriate for you there are some wonderful apps on most smartphones that can help you learn and practice grounding strategies to ease anxiety. If you have access to a therapy you find more specific strategies that would best fit your needs. Good luck, wish you a happy journey and much success."
I love my girlfriend so much. I get an erection even just thinking about her or seeing her. But the two times we tried to have sex i couldn't get an erection. We've only had sex once and it was a long time ago. Why this is happening and what can i do about it?,"I'm sorry to hear of your problem. First step as always when a possible medical explanation exists, go for a urology check up to either your internist or a urologist. Once you know there is no medical reason which would prevent an erection, then we can consider the psychological and emotion based factors. Maybe you're nervous about your sexual performance or that your gf may be disappointed in your performance. Men often mistake their own fears of performance failure with the assumption that their partner thinks about sex as a performance. Talk with your gf about whatever is on your mind which may inhibit you from enjoying sex. The reasons are endless. What matters is to have a heartfelt dialogue with each other. The emotional support which comes through such an intimate conversation may very well be the catalyst for a more relaxed and satisfying approach to sex w your gf."
I know i need to deal with my depression. But i don't know how and i don't want to tell anyone. How can i deal with depression without telling anyone?,"Love yourself more and treat yourself kindly, with empathy and compassion. Usually when people feel depressed they also feel lonely and isolated. Since at this time you wouldn't want to tell anyone about the way you feel, which includes the possibility that a few of the ones whom you tell would offer you emotional support, give this to yourself. Also consider to make a goal of eventually telling someone whom you are reasonably sure would understand and empathize, about your depression. This will help alleviate the sense of shame, unworthiness and pervasive guilt which often comes along with depression. Sending you good luck!"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can i do to help her? i want her to stay.,"People often have very different values and opinions when they are drinking excessively and when they stop drinking so much. Did the two of you share drinking as an activity? if yes, then did you stop drinking too? often when partners meet each other as drinking buddies when one gets sober, the relationship ends. Once the terms of any relationship changes, one possibility is that it dissolves. The best way to go is to start the conversation of what you genuinely want. This is the only way she'll really know your thoughts. Ask her to give serious consideration and discussion over at least a few weeks or months, to moving away from you. This is a fair request since you are in a relationship. If she's changed so much by giving up drinking, which is possible, that she no longer wants to be in relationship to you, then you are better off being without a drinking gf, even if the truth she delivers is a hurtful one."
I am in my early 20s and i still live with my parents because i can't afford to live alone. My mother says that if i live under her roof i have to follow her rules. She is trying to control my life. What should i do?,"Hello. Even though legally you are an adult, it is a matter of courtesy to respect the homes of your parents. As long as you live there, you should be considerate of their needs. At the same time, there should be conversation about what each of you considers appropriate as it pertains to communication between a parent and an adult (even though you are still her offspring). This will require openness, honesty, and a willingness to give from both sides in a respectful way. Healthy boundaries can be established and honored when each is willing to do their part in this new relationship. Your mother knows you are an adult, but has not had as many years of treating you like one. So mentally and emotionally this will take some time for her to adapt. Share your concerns with her, and see if you can come up with a set of rules that you both can honor. It will be a great stepping stone for both of you as you move into this new chapter together as you begin relating a little differently. Reach out for help to a counselor if needed. You don't have to sort this out on your own. And lastly, take good care of yourself in the process. You are moving through some exciting times in your life. The more you can have support as you explore new events, the better you might feel less stressed. Warm regards."
"Our relationship ended about 7 years ago, but don't know how to let go. How can i get over that person and move on?","What you're most likely trying to get over is to be attracted to the qualities which you felt attracted to in the person. The problem isn't releasing yourself from the person, per se. Letting go of a person means separating yourself from the qualities in a partner which you value. Two possibilities exist. Either you continue to feel strongly that the qualities in the past relationship are still meaningful and you'd like to base your next relationship on these qualities. Or, the person had qualities which are no longer relevant or necessary in your life and this is the reason the relationship ended. It is possible that even if you had an adequate exposure to certain qualities in someone that you simply miss the companionship of a relationship. See if you can figure out whether you need the qualities this person gave you or whether you simply like being part of a couple. If you like the particular qualities of your previous parter and these are still relevant to your life, you'll attract a partner who has similar qualities. Basically people attract what they need. The more open you are to attracting what you need in a partner, the more likely your next partner will have these qualities. In this way, you'll get over the particular person and still have the satisfaction to be in a relationship."
"My husband and i had our first threesome recently. Everyone was drinking and he was on her more then me. He and i talked about it afterwards and it made me feel better, and now i'm craving more of it. But before it gets close to happening i get this empty feeling. Why am i feeling this way?",Because the acrobatics and excitement of sex has nothing to do with the meaning of deeper emotional attachment to another person with whom we are in a relationship. Try to distinguish between your feelings of excitement from the novel sexual arrangement and what you feel is necessary in order to feel emotionally close and attached to your husband.
"I have ptsd. The side effects are really bad and have impacts on sex, anger and my relationships. I even lost my job month ago. How can i get my life back?","Slowly is the rate at which you'll get back your life. Being traumatized means not feeling safe in almost all areas of life. Be patient with yourself as you try to regain trust that people will not harm you and will be sources of satisfaction in your life. It is possible that the trauma in your life requires such great attention on your part to your own inner emotional safety that you are better off with a less intensive job than the one you recently lost. Try to prioritize restoring your emotional and psychological health. With this as the top area of your attention then you may have an easier time to accept a lesser degree of involvement in your work and relationships. When you feel angry, try to examine if underlying the anger are feelings of stress, fear, insecurity regarding your position in relationship to the person toward whom you feel angry. Anger is often the surface reaction to more destabilizing emotions like fear and insecurity. Gradually by nurturing and comforting yourself, living at a pace which is uniquely comfortable to what and how much you can handle, you'll regain your trust in both yourself and relating to others."
"I'm in my late teens and live with my dad. The only time i go out is for my college classes. Sometimes when i see my friends i want to talk with them, but sometimes i won't want to talk to them for days or even weeks. Sometimes i feel i'm not worth knowing or i'm never going to do anything right. Are they right, am i depressed?","If we were in my office together, i would offer that most likely you are feeling somewhat depressed. It's most important for me to impress that you ""don't have to live like this..."" other helpful information: have you experienced similar symptoms before? anyone in your family been depressed before? based on other physiological signs, like quality of sleep, appetite, energy/motivation, i would present you with some treatment options, one of which would be to consult with a medication management provider to assess your symptoms and provide additional information for you to consider."
"I know that i need to get past my feelings for this person i fell in love with, but t's so difficult to move on because he showed me feelings i've never felt before. I feel like i don't want to be without my genuine love for him, but logically, i know i need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people. How can i get myself to just move on?","There is no wrong or right way to define a relationship. I believe each relationship we are in is an opportunity to expand and to know self on a deeper level. We are conditioned to believe that we are not valued, or worth much without the confirmation of others and the world around us. Give yourself time and try to not go to those who are toxic and enjoy the drama of others lives as s way to avoid looking at themselves."
I want to live with my mom. My dad gets angry and makes me feel like everything is my fault. I still talk to my mom although my dad tells me that i'm no allowed to. I'm scared i will make the wrong decision and that my dad will hate me. How do i tell him that i want to live with my mom?,"Yes, from what you wrote, your dad doesn't accept responsibility for the way he feels and blames you for his feelings. I'm glad you recognize he's handling himself less as a grown person and more like a young child. I also understand your hurt and frustration that your father handles himself in a way which shows for now that he is unwilling to respect your wishes. Your decision is not surprising since most people wouldn't want to live with a parent who shows little interest to respect their kids' decisions. In terms of how to tell him your choice, do this in simple and most basic information terms. ""i've decided for now to live w mom"". I suggest to not offer reasons to him bc he doesn't seem interested in hearing them. Giving him reasons would likely trigger him to rebut them. If he asks questions, answer them as simply as possible. If and when you feel he is more willing to understand and know you, then you'd feel more free to have genuine dialogue with him. Right now he doesn't seem very ready to handle this."
"We rent from from my boyfriend's parents. His father drops by unannounced and stays for long periods of time. He lets himself into our home when we aren't there on a daily basis and takes our dogs to his house. He picks up our mail. He has no boundaries. He's an opinionated, rude pushy person. He expects to spend every weekend around us, gives unsolicited advice on child rearing and does not respect our privacy at all. He barges in with no warning. He has a key and lets himself into our house without asking permission. I need help. How do i address this?","You're expecting reasonable behaviors from your boyfriend's father. Since the father is his, your boyfriend is the person in position to speak directly with his dad about the expectations you and he have of the father. If your boyfriend has a good relationship w his dad, which is not what this sounds like, then great! if your boyfriend has a stressed and tense relationship w his dad, then somehow he needs to develop or be coached and encouraged by the people in his life who truly care about and know him, a way to state the very reasonable standards you describe here. If all else fails, then a new living space is always another possibility!"
"My dad makes me feel like shit and like i'm worthless. He calls me names and makes me feel depressed. I want to move out because i swear if i stay here, i'm going to lose it. What can i do?","If you're actually able to afford to move out and support your own life, then this is a reasonable choice. If you're not in such a position and must continue for a while to live w your dad, then emotionally protect yourself from him. Doing so is much more difficult than maybe it sounds. Do you have privacy in your house and can you spend more time in a self-created safe space than around your dad? also, limit the amount of dialogue you have with him so you don't offer him a chance to feel invited to criticize you. Are there other people who live in the household w you and dad? if yes, then are they similarly called names or are you singled out by him? what do the other family members do when they hear your dad calling you names? is it possible the other family members don't realize how hurt and upset you are by your dad's behavior? if yes, then make a project for yourself to tell the other family members that you suffer from your dad's name calling. It is possible the other family members will step in and tell your dad to stop. Not necessarily that he will stop. Knowing the others support you emotionally and find you credible is helpful on its own."
"I just took a job that requires me to travel far away from home. My family and i really need this job. People keep telling me i have ""anxiety"" and i'm terrified of having an anxiety attack on the road. This is all new to me. What can i do?","Anxiety or panic attacks can be very frightening. Here are a few ""tools"" you can use that will help in the short term: keeping your mind occupied by listening to books on tape may help; counting backwards from 100 in 7's; naming cities that begin with each letter of the alphabet; keeping some ice or an ice pack in a cooler beside you, which you may take out and hold in your hand or to your face; soothing self-talk such as ""this is uncomfortable, but i can handle it"" or ""i've been through this before and can make it through again"". I recommend that you seek out a therapist to help you with some long-term solutions to the anxiety. Additionally, learning to breathe into the abdomen and practicing this daily is another long-term solution. Yoga and meditation would be great!"
"I keep having these random thoughts that i don't want. Things like ""you aren't worth anything."" i know they're my own thoughts but it feels like someone else is saying it. What is wrong with me, and how can i stop having these thoughts?","Many people have thoughts like those you describe, and often it feels like someone else is saying it because they are things that may have been said to you when you were very young. When young children hear negative things about themselves they tend to internalize these negative ideas and to form negative core beliefs. The good news is we can learn to stop these thoughts and to replace them with healthier thoughts. The first step is to catch yourself when you are thinking these thoughts, and to stay ""stop!""; then replace it with another thought. So for instance, maybe you fail a test or get rejected by a romantic interest. You catch yourself saying ""you aren't worth anything"". Stop this thought, and replace it with ""you didn't do as well on that test as you would have liked. Let's figure out how you can do better next time."" or ""she may not want to go out with you, but someone else will"". So the idea is to develop a voice of a ""friend"", who can tell you the kind of things you would say to your own best friend. You might also pick up the book, feeling good, by david burns. He gives many tips for how to change negative self talk."
"I'm planning to have baby, so i have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental. I cannot help myself from thinking about smoking. What can i do to get rid of this addiction?","Breaking any habit is no easy feat. Cutting down or cutting out cigarettes is very challenging, and there aren't any one size fits all solutions. Fortunately, there are a lot of tricks and tools that you can use to stop smoking. 1. Many habits that we have are paired habits. If we do one thing, then we will do the other thing. Think about the activities that you do when smoking and try to pair those activities with another activity other than smoking. For instance, many people smoke while they drive. Consider planning another activity to do while driving. (it might not be driving for you, but you get the idea! :)). It might be taking a walk instead of smoking on your break at work. 2. Create distance between you and the habit you are trying to break. This approach could be used in a variety of different ways. If you smoke first thing in the morning, consider leaving your cigarettes in a different room in your home. Walking the extra couple of feet could help you decide not to smoke. Leave your credit or debit cards at home and carry less emergency cash than a pack of cigarettes. With this strategy, you are trying to create some distance between you the cigarettes so that you have to jump through extra hoops to get them. 3. Consider cutting back before cutting out. If you are smoking 10 cigarettes a day, try smoking 9. Then cut back to 8 and so on. Having a plan to reduce harm may be more sustainable than cutting things out altogether. 4. You could also talk to your doctor about the safety of nicotine patches. If you aren't already pregnant, this could be a great resource to help boost your success. 5. Focus on what you are gaining instead of what you are loosing. You may be losing cigarettes, but you are gaining money, health, taste buds, an increased sense of smell, lung capacity, a healthy baby etc. You could plan small rewards/ treats with the money you save from decreasing cigarette purchases. I recommend making these purchases small and frequent to keep up the momentum rather than waiting for a big payout a couple of months down the road. Good luck! cutting out cigarettes will be good for you and your baby."
"I am in a high stress position for a tech company. I am being overworked and underpaid for my contributions and it is not only giving me anxiety, but also demoralizing. What can i do to manage my stress?","Being in this position is tough. If seeking another career opportunity isn't viable, there are a couple of things you can do to manage stress on the job. 1. Have a ritual to begin the day: consider setting a one sentence intention and plan tasks for the day2. Take the breaks you are offered. I know it can be difficult to step away from your desk to eat lunch or take 10-minute breaks during the day, but prioritize this if you can. Sometimes 30 minutes of downtime and fresh air can help you feel better. 3. Have a ritual to end the day: if you commute by car consider an end of the day playlist. Take a walk. Light a candle. Clear your desk and write tasks for the next day. Whatever it is, send a signal to your brain that it is time to end the day. 4. If you do work from home or are expected to be available after hours, set boundaries where you can. Set a timer for answering emails and stick to that. Have phone free meals. Try to engage in activities that are rejuvenating like spending time the friends and family. 5. Try to limit alcohol/ drugs. Move as much as you can. Get outside in natural sunlight. These are just ideas/ suggestions. Even doing one of these things could be a step in the right direction. Best of luck!"
"I'm dealing with imposter syndrome in graduate school. I know that by all accounts i am a phenomenal graduate student, and that i am well-published. I am well liked by students and faculty alike. And yet i cannot shake the feeling that i'm going to be found out as a fraud. How can i get over this feeling?","It sounds like you are on the right track. Recognizing these nagging thoughts of self- doubt as ""imposter syndrome"" is a huge step in the right direction. From what you have written here, it appears that you are able to challenge your own thoughts and provide yourself with evidence that counteracts the imposter syndrome. Continuing to remind yourself of what you have accomplished and looking at the facts at hand can help diminish doubt. Remember, many successful people battled imposter syndrome on the way to the top (and still manage it). It might be helpful to read some of their stories so that you don't feel alone. ""the cut"" has a great article on ""25 famous women on imposter-syndrome and self-doubt"". Business insider has a great article about men and the imposter syndrome too. Remember, if you jumped through all of the hoops to get into school and get published-- you belong."
My mother is combative with me when i say i don't want to talk with her about my depression. She hasn't been supportive of me in the past and she isn't someone that i feel comfortable opening up to. She constantly tries to instigate conversations where she asks me questions that i don't want to or can't answer. I tell her i don't want to talk and she starts arguments with me. How can i get her to understand?,"Your situation sounds extremely frustrating. You're doing the right move to state you don't want to discuss your depression with her. I guess you could ask if she would like to know your reason to not speak w her about your depression. If you feel she can handle a reasonable conversation, and you would like to tell her your true reason, then schedule this or bring up the topic at a neutral time, not in the middle of an argument. Having an unsupportive mom is difficult enough to accept. You may feel greater success and peach of mind to meditate on accepting her lack of understanding than to engage in arguing when she starts this."
